codice_scuola|anno_corso|scuola|regione|nazionale
"FGTD04000X"|3|41|32.6|33.7
"FGTD04000X"|4|34.7|31.8|33.8
"FGTD05000E"|1|14.7|28|29.7
"FGTD05000E"|2|23.7|28.6|31.8
"FGTD05000E"|3|39.4|32.6|33.7
"FGTD05000E"|4|32.8|31.8|33.8
"FGTD05001G"|1|9.5|28|29.7
"FGTD05001G"|2|18.8|28.6|31.8
"FGTD05001G"|3|0|32.6|33.7
"FGTD05001G"|4|18.2|31.8|33.8
"FGTD05002L"|1|17.9|28|29.7
"FGTD05002L"|2|31.8|28.6|31.8
"FGTD05002L"|3|37.5|32.6|33.7
"FGTD05002L"|4|36.4|31.8|33.8
"FGTD060005"|1|29.5|28|29.7
"FGTD060005"|2|35.6|28.6|31.8
"FGTD060005"|3|31.1|32.6|33.7
"FGTD060005"|4|46.7|31.8|33.8
"FGTD08000A"|1|27.5|28|29.7
"FGTD08000A"|2|41.9|28.6|31.8
"FGTD08000A"|3|36|32.6|33.7
"FGTD08000A"|4|24.1|31.8|33.8
"FGTE034015"|1|19|28|29.7
"FGTE034015"|2|30|28.6|31.8
"FGTE034015"|3|26.2|32.6|33.7
"FGTE034015"|4|29.8|31.8|33.8
"FGTF00101L"|1|9.7|28|29.7
"FGTF00101L"|2|||
"FGTF00101L"|3|18.2|32.6|33.7
"FGTF00101L"|4|23.8|31.8|33.8
"FGTF01000A"|1|29.4|28|29.7
"FGTF01000A"|2|26.9|28.6|31.8
"FGTF01000A"|3|38.9|32.6|33.7
"FGTF01000A"|4|35.1|31.8|33.8
"FGTF017016"|1|12.5|28|29.7
"FGTF017016"|2|41.7|28.6|31.8
"FGTF017016"|3|25|32.6|33.7
"FGTF017016"|4|43.4|31.8|33.8
"FGTF020001"|1|21.9|28|29.7
"FGTF020001"|2|34.4|28.6|31.8
"FGTF020001"|3|36.1|32.6|33.7
"FGTF020001"|4|38.5|31.8|33.8
"FGTF03601G"|1|28.7|28|29.7
"FGTF03601G"|2|26.8|28.6|31.8
"FGTF03601G"|3|40.3|32.6|33.7
"FGTF03601G"|4|18.9|31.8|33.8
"FGTF03701B"|1|29.4|28|29.7
"FGTF03701B"|2|56.1|28.6|31.8
"FGTF03701B"|3|35.9|32.6|33.7
"FGTF03701B"|4|13.8|31.8|33.8
"FGTF110007"|1|22.5|28|29.7
"FGTF110007"|2|25.4|28.6|31.8
"FGTF110007"|3|28.8|32.6|33.7
"FGTF110007"|4|32.6|31.8|33.8
"FGTH01701N"|1|30.3|28|29.7
"FGTH01701N"|2|30.4|28.6|31.8
"FGTH01701N"|3|28.6|32.6|33.7
"FGTH01701N"|4|30.3|31.8|33.8
"FGTL01000E"|1|27.4|28|29.7
"FGTL01000E"|2|15.5|28.6|31.8
"FGTL01000E"|3|26.1|32.6|33.7
"FGTL01000E"|4|22.1|31.8|33.8
"FGTL01101B"|1|43.5|28|29.7
"FGTL01101B"|2|14.3|28.6|31.8
"FGTL01101B"|3|35.7|32.6|33.7
"FGTL01101B"|4|71.4|31.8|33.8
"FGTL019012"|1|31.1|28|29.7
"FGTL019012"|2|39.5|28.6|31.8
"FGTL019012"|3|48.6|32.6|33.7
"FGTL019012"|4|26.8|31.8|33.8
"FGTL03701G"|1|36.2|28|29.7
"FGTL03701G"|2|39.1|28.6|31.8
"FGTL03701G"|3|45.7|32.6|33.7
"FGTL03701G"|4|51.4|31.8|33.8
"FGTN00401Q"|1|28.6|28|29.7
"FGTN00401Q"|2|16.7|28.6|31.8
"FGTN00401Q"|3|43.8|32.6|33.7
"FGTN00401Q"|4|29.4|31.8|33.8
"FGTN00402R"|1|40|28|29.7
"FGTN00402R"|2|||
"FGTN00402R"|3|33.3|32.6|33.7
"FGTN00402R"|4|25|31.8|33.8
"FIPC001014"|1|23.9|25.3|23.8
"FIPC001014"|2|13.9|28.1|24.4
"FIPC001014"|3|29.9|27.7|24.2
"FIPC001014"|4|24.6|23.6|21.4
"FIPC00901P"|1|||
"FIPC00901P"|2|46.7|28.1|24.4
"FIPC00901P"|3|43.8|27.7|24.2
"FIPC00901P"|4|||
"FIPC014016"|1|15.1|25.3|23.8
"FIPC014016"|2|17.7|28.1|24.4
"FIPC014016"|3|16.1|27.7|24.2
"FIPC014016"|4|14|23.6|21.4
"FIPC02000C"|1|29.6|25.3|23.8
"FIPC02000C"|2|31.4|28.1|24.4
"FIPC02000C"|3|29.4|27.7|24.2
"FIPC02000C"|4|19.1|23.6|21.4
"FIPC02401R"|1|21.3|25.3|23.8
"FIPC02401R"|2|15.7|28.1|24.4
"FIPC02401R"|3|29.8|27.7|24.2
"FIPC02401R"|4|26.9|23.6|21.4
"FIPC030003"|1|24.1|25.3|23.8
"FIPC030003"|2|28.4|28.1|24.4
"FIPC030003"|3|24.2|27.7|24.2
"FIPC030003"|4|26.9|23.6|21.4
"FIPC04000N"|1|28.4|25.3|23.8
"FIPC04000N"|2|28.6|28.1|24.4
"FIPC04000N"|3|24.1|27.7|24.2
"FIPC04000N"|4|23.2|23.6|21.4
"FIPM001018"|1|22.2|25.3|23.8
"FIPM001018"|2|27.4|28.1|24.4
"FIPM001018"|3|24.6|27.7|24.2
"FIPM001018"|4|16.3|23.6|21.4
"FIPM01901D"|1|44.3|25.3|23.8
"FIPM01901D"|2|29.2|28.1|24.4
"FIPM01901D"|3|45.2|27.7|24.2
"FIPM01901D"|4|||
"FIPM02000L"|1|28.8|25.3|23.8
"FIPM02000L"|2|33.5|28.1|24.4
"FIPM02000L"|3|28.2|27.7|24.2
"FIPM02000L"|4|28.9|23.6|21.4
"FIPM02701C"|1|41.5|25.3|23.8
"FIPM02701C"|2|31.2|28.1|24.4
"FIPM02701C"|3|29.3|27.7|24.2
"FIPM02701C"|4|22.2|23.6|21.4
"FIPS002013"|1|23.5|25.3|23.8
"FIPS002013"|2|40|28.1|24.4
"FIPS002013"|3|11.9|27.7|24.2
"FIPS002013"|4|5.9|23.6|21.4
"FIPS00301V"|1|36.2|25.3|23.8
"FIPS00301V"|2|25|28.1|24.4
"FIPS00301V"|3|15.4|27.7|24.2
"FIPS00301V"|4|5.9|23.6|21.4
"FIPS008012"|1|14.1|25.3|23.8
"FIPS008012"|2|31.3|28.1|24.4
"FIPS008012"|3|23.6|27.7|24.2
"FIPS008012"|4|22.2|23.6|21.4
"FIPS00901T"|1|22|25.3|23.8
"FIPS00901T"|2|19.5|28.1|24.4
"FIPS00901T"|3|39.3|27.7|24.2
"FIPS00901T"|4|31.1|23.6|21.4
"FIPS01101T"|1|27.8|25.3|23.8
"FIPS01101T"|2|21.4|28.1|24.4
"FIPS01101T"|3|19|27.7|24.2
"FIPS01101T"|4|20|23.6|21.4
"FIPS01801L"|1|29.7|25.3|23.8
"FIPS01801L"|2|32.4|28.1|24.4
"FIPS01801L"|3|41.5|27.7|24.2
"FIPS01801L"|4|15.8|23.6|21.4
"FIPS01802N"|1|25.7|25.3|23.8
"FIPS01802N"|2|40|28.1|24.4
"FIPS01802N"|3|20.4|27.7|24.2
"FIPS01802N"|4|13.7|23.6|21.4
"FIPS02601G"|1|39.5|25.3|23.8
"FIPS02601G"|2|37.1|28.1|24.4
"FIPS02601G"|3|40.3|27.7|24.2
"FIPS02601G"|4|33.5|23.6|21.4
"FIPS02602L"|1|42.9|25.3|23.8
"FIPS02602L"|2|18.8|28.1|24.4
"FIPS02602L"|3|||
"FIPS02602L"|4|||
"FIPS02701B"|1|23.3|25.3|23.8
"FIPS02701B"|2|24.1|28.1|24.4
"FIPS02701B"|3|16.7|27.7|24.2
"FIPS02701B"|4|21.9|23.6|21.4
"FIPS030006"|1|22.8|25.3|23.8
"FIPS030006"|2|24.4|28.1|24.4
"FIPS030006"|3|33.8|27.7|24.2
"FIPS030006"|4|22.3|23.6|21.4
"FIPS100007"|1|28.1|25.3|23.8
"FIPS100007"|2|37.4|28.1|24.4
"FIPS100007"|3|30.5|27.7|24.2
"FIPS100007"|4|30|23.6|21.4
"FIPS12000C"|1|30.3|25.3|23.8
"FIPS12000C"|2|27.8|28.1|24.4
"FIPS12000C"|3|31.5|27.7|24.2
"FIPS12000C"|4|37|23.6|21.4
"FIPS21000P"|1|21.4|25.3|23.8
"FIPS21000P"|2|34.9|28.1|24.4
"FIPS21000P"|3|29.5|27.7|24.2
"FIPS21000P"|4|23.4|23.6|21.4
"FIRA00701Q"|1|31.9|29.2|28.8
"FIRA00701Q"|2|31.6|35.4|33
"FIRA00701Q"|3|||
"FIRA00701Q"|4|39.3|34.5|30.7
"FIRC00201G"|1|33.3|29.2|28.8
"FIRC00201G"|2|37.3|35.4|33
"FIRC00201G"|3|||
"FIRC00201G"|4|22.4|34.5|30.7
"FIRC00301B"|1|41.9|29.2|28.8
"FIRC00301B"|2|34.8|35.4|33
"FIRC00301B"|3|||
"FIRC00301B"|4|7.7|34.5|30.7
"FIRC00601V"|1|36.9|29.2|28.8
"FIRC00601V"|2|29.2|35.4|33
"FIRC00601V"|3|||
"FIRC00601V"|4|37.5|34.5|30.7
"FIRC01601D"|1|39|29.2|28.8
"FIRC01601D"|2|35|35.4|33
"FIRC01601D"|3|||
"FIRC01601D"|4|15.1|34.5|30.7
"FIRC09000A"|1|25.8|29.2|28.8
"FIRC09000A"|2|37.7|35.4|33
"FIRC09000A"|3|||
"FIRC09000A"|4|31.7|34.5|30.7
"FIRC09001B"|1|25.8|29.2|28.8
"FIRC09001B"|2|35.5|35.4|33
"FIRC09001B"|3|||
"FIRC09001B"|4|43.5|34.5|30.7
"FIRH00201R"|1|20.8|29.2|28.8
"FIRH00201R"|2|47.6|35.4|33
"FIRH00201R"|3|||
"FIRH00201R"|4|44.7|34.5|30.7
"FIRH01000P"|1|27.4|29.2|28.8
"FIRH01000P"|2|37.6|35.4|33
"FIRH01000P"|3|||
"FIRH01000P"|4|31.5|34.5|30.7
"FIRH01101G"|1|35.8|29.2|28.8
"FIRH01101G"|2|34.3|35.4|33
"FIRH01101G"|3|||
"FIRH01101G"|4|32.1|34.5|30.7
"FIRH020009"|1|26|29.2|28.8
"FIRH020009"|2|30.4|35.4|33
"FIRH020009"|3|||
"FIRH020009"|4|33.8|34.5|30.7
"FIRI003014"|1|34.1|29.2|28.8
"FIRI003014"|2|33.8|35.4|33
"FIRI003014"|3|||
"FIRI003014"|4|56|34.5|30.7
"FIRI00601G"|1|32.3|29.2|28.8
"FIRI00601G"|2|40.7|35.4|33
"FIRI00601G"|3|||
"FIRI00601G"|4|58.3|34.5|30.7
"FIRI01201V"|1|36.5|29.2|28.8
"FIRI01201V"|2|46.4|35.4|33
"FIRI01201V"|3|||
"FIRI01201V"|4|42.9|34.5|30.7
"FIRI017012"|1|32.8|29.2|28.8
"FIRI017012"|2|41.9|35.4|33
"FIRI017012"|3|||
"FIRI017012"|4|42|34.5|30.7
"FIRI023019"|1|31.7|29.2|28.8
"FIRI023019"|2|39.2|35.4|33
"FIRI023019"|3|||
"FIRI023019"|4|40.3|34.5|30.7
"FISD03000L"|1|30.8|34.3|30.6
"FISD03000L"|2|26.4|37.5|30.9
"FISD03000L"|3|35.3|30.9|29.5
"FISD03000L"|4|32.1|31.8|27.2
"FISD03001N"|1|28.9|34.3|30.6
"FISD03001N"|2|24|37.5|30.9
"FISD03001N"|3|31.3|30.9|29.5
"FISD03001N"|4|23.5|31.8|27.2
"FISL01000T"|1|30.6|34.3|30.6
"FISL01000T"|2|50|37.5|30.9
"FISL01000T"|3|35.7|30.9|29.5
"FISL01000T"|4|36.1|31.8|27.2
"FISL014016"|1|35.3|34.3|30.6
"FISL014016"|2|30.1|37.5|30.9
"FISL014016"|3|25.5|30.9|29.5
"FISL014016"|4|23.4|31.8|27.2
"FITA00701G"|1|30.5|29.6|29.7
"FITA00701G"|2|36.5|33|31.8
"FITA00701G"|3|38.1|34.5|33.7
"FITA00701G"|4|31.5|35.3|33.8
"FITD00201V"|1|23.2|29.6|29.7
"FITD00201V"|2|26.3|33|31.8
"FITD00201V"|3|22.9|34.5|33.7
"FITD00201V"|4|36.4|35.3|33.8
"FITD00301P"|1|16.4|29.6|29.7
"FITD00301P"|2|40.5|33|31.8
"FITD00301P"|3|38.8|34.5|33.7
"FITD00301P"|4|26.5|35.3|33.8
"FITD00801T"|1|35.4|29.6|29.7
"FITD00801T"|2|37.7|33|31.8
"FITD00801T"|3|33.7|34.5|33.7
"FITD00801T"|4|34.4|35.3|33.8
"FITD00901N"|1|36.7|29.6|29.7
"FITD00901N"|2|19.5|33|31.8
"FITD00901N"|3|34|34.5|33.7
"FITD00901N"|4|36.3|35.3|33.8
"FITD01101N"|1|42.6|29.6|29.7
"FITD01101N"|2|26.2|33|31.8
"FITD01101N"|3|35.9|34.5|33.7
"FITD01101N"|4|34.5|35.3|33.8
"FITD013019"|1|30.9|29.6|29.7
"FITD013019"|2|28.3|33|31.8
"FITD013019"|3|43.2|34.5|33.7
"FITD013019"|4|18.8|35.3|33.8
"FITD01601R"|1|25.4|29.6|29.7
"FITD01601R"|2|30.6|33|31.8
"FITD01601R"|3|35.5|34.5|33.7
"FITD01601R"|4|39|35.3|33.8
"FITD019018"|1|37.3|29.6|29.7
"FITD019018"|2|37.9|33|31.8
"FITD019018"|3|48.4|34.5|33.7
"FITD019018"|4|42.6|35.3|33.8
"FITD06000T"|1|25.1|29.6|29.7
"FITD06000T"|2|26.7|33|31.8
"FITD06000T"|3|31.9|34.5|33.7
"FITD06000T"|4|33.7|35.3|33.8
"FITD07000C"|1|27|29.6|29.7
"FITD07000C"|2|32.8|33|31.8
"FITD07000C"|3|28.5|34.5|33.7
"FITD07000C"|4|28.6|35.3|33.8
"FITD100003"|1|37.4|29.6|29.7
"FITD100003"|2|35.2|33|31.8
"FITD100003"|3|36.1|34.5|33.7
"FITD100003"|4|37.3|35.3|33.8
"FITF010003"|1|20.2|29.6|29.7
"FITF010003"|2|22.4|33|31.8
"FITF010003"|3|25.6|34.5|33.7
"FITF010003"|4|36.9|35.3|33.8
"FITF01201Q"|1|31.1|29.6|29.7
"FITF01201Q"|2|31.9|33|31.8
"FITF01201Q"|3|42.1|34.5|33.7
"FITF01201Q"|4|39.1|35.3|33.8
"FITF01701V"|1|31.6|29.6|29.7
"FITF01701V"|2|39.8|33|31.8
"FITF01701V"|3|40.7|34.5|33.7
"FITF01701V"|4|42.7|35.3|33.8
"FITL01201X"|1|30.7|29.6|29.7
"FITL01201X"|2|26.1|33|31.8
"FITL01201X"|3|23.3|34.5|33.7
"FITL01201X"|4|28|35.3|33.8
"FITL01301Q"|1|36.1|29.6|29.7
"FITL01301Q"|2|36.9|33|31.8
"FITL01301Q"|3|41.8|34.5|33.7
"FITL01301Q"|4|43.9|35.3|33.8
"FITN01000P"|1|30|29.6|29.7
"FITN01000P"|2|36.5|33|31.8
"FITN01000P"|3|37.7|34.5|33.7
"FITN01000P"|4|30|35.3|33.8
"FOPC030008"|1|15.2|23.8|23.8
"FOPC030008"|2|14.7|23.5|24.4
"FOPC030008"|3|17.4|23.2|24.2
"FOPC030008"|4|18.9|21.2|21.4
"FOPC04000V"|1|20.5|23.8|23.8
"FOPC04000V"|2|24.4|23.5|24.4
"FOPC04000V"|3|16.3|23.2|24.2
"FOPC04000V"|4|22.7|21.2|21.4
"FOPM002019"|1|44|23.8|23.8
"FOPM002019"|2|50|23.5|24.4
"FOPM002019"|3|21.6|23.2|24.2
"FOPM002019"|4|25|21.2|21.4
"FOPS00101C"|1|21.9|23.8|23.8
"FOPS00101C"|2|11.8|23.5|24.4
"FOPS00101C"|3|19|23.2|24.2
"FOPS00101C"|4|19.1|21.2|21.4
"FOPS00401X"|1|21.6|23.8|23.8
"FOPS00401X"|2|31.8|23.5|24.4
"FOPS00401X"|3|23.4|23.2|24.2
"FOPS00401X"|4|15.3|21.2|21.4
"FOPS010006"|1|15.8|23.8|23.8
"FOPS010006"|2|20.8|23.5|24.4
"FOPS010006"|3|19|23.2|24.2
"FOPS010006"|4|18.4|21.2|21.4
"FOPS010028"|1|29.6|23.8|23.8
"FOPS010028"|2|10|23.5|24.4
"FOPS010028"|3|29.6|23.2|24.2
"FOPS010028"|4|26.1|21.2|21.4
"FOPS040002"|1|25.5|23.8|23.8
"FOPS040002"|2|15|23.5|24.4
"FOPS040002"|3|19.8|23.2|24.2
"FOPS040002"|4|16.4|21.2|21.4
"FORC006014"|1|22.7|30.5|28.8
"FORC006014"|2|26.5|33.6|33
"FORC006014"|3|||
"FORC006014"|4|30.8|31.6|30.7
"FORC04000E"|1|42.5|30.5|28.8
"FORC04000E"|2|31.7|33.6|33
"FORC04000E"|3|||
"FORC04000E"|4|39.8|31.6|30.7
"FORF00601T"|1|30.4|30.5|28.8
"FORF00601T"|2|19.1|33.6|33
"FORF00601T"|3|||
"FORF00601T"|4|12.7|31.6|30.7
"FORF020003"|1|28|30.5|28.8
"FORF020003"|2|24.1|33.6|33
"FORF020003"|3|||
"FORF020003"|4|22.2|31.6|30.7
"FORH002012"|1|35.3|30.5|28.8
"FORH002012"|2|33.1|33.6|33
"FORH002012"|3|||
"FORH002012"|4|44.2|31.6|30.7
"FORI00101N"|1|24.1|30.5|28.8
"FORI00101N"|2|32.5|33.6|33
"FORI00101N"|3|||
"FORI00101N"|4|40|31.6|30.7
"FORI01000B"|1|35.7|30.5|28.8
"FORI01000B"|2|35.7|33.6|33
"FORI01000B"|3|||
"FORI01000B"|4|31.8|31.6|30.7
"FORI01001C"|1|45|30.5|28.8
"FORI01001C"|2|38.9|33.6|33
"FORI01001C"|3|||
"FORI01001C"|4|25|31.6|30.7
"FOSD020007"|1|45.9|34.3|30.6
"FOSD020007"|2|30.4|31.3|30.9
"FOSD020007"|3|28.3|30.7|29.5
"FOSD020007"|4|20.8|26.9|27.2
"FOTA00301D"|1|24.1|28.1|29.7
"FOTA00301D"|2|31.9|29.9|31.8
"FOTA00301D"|3|46.8|31.4|33.7
"FOTA00301D"|4|27.6|31|33.8
"FOTB010003"|1|31.8|28.1|29.7
"FOTB010003"|2|44.6|29.9|31.8
"FOTB010003"|3|23.7|31.4|33.7
"FOTB010003"|4|38.7|31|33.8
"FOTD00401Q"|1|30.4|28.1|29.7
"FOTD00401Q"|2|25.3|29.9|31.8
"FOTD00401Q"|3|25|31.4|33.7
"FOTD00401Q"|4|31.9|31|33.8
"FOTD010002"|1|34.5|28.1|29.7
"FOTD010002"|2|34.9|29.9|31.8
"FOTD010002"|3|33.3|31.4|33.7
"FOTD010002"|4|24.1|31|33.8
"FOTD02000L"|1|26.1|28.1|29.7
"FOTD02000L"|2|15.2|29.9|31.8
"FOTD02000L"|3|17|31.4|33.7
"FOTD02000L"|4|18.4|31|33.8
"FOTE00701P"|1|33.1|28.1|29.7
"FOTE00701P"|2|33.1|29.9|31.8
"FOTE00701P"|3|28.3|31.4|33.7
"FOTE00701P"|4|21|31|33.8
"FOTF00101E"|1|19.6|28.1|29.7
"FOTF00101E"|2|33.3|29.9|31.8
"FOTF00101E"|3|43.5|31.4|33.7
"FOTF00101E"|4|34.1|31|33.8
"FOTF010008"|1|31.4|28.1|29.7
"FOTF010008"|2|33.1|29.9|31.8
"FOTF010008"|3|34|31.4|33.7
"FOTF010008"|4|29.5|31|33.8
"FOTF03000D"|1|28.2|28.1|29.7
"FOTF03000D"|2|22.2|29.9|31.8
"FOTF03000D"|3|25.8|31.4|33.7
"FOTF03000D"|4|38.3|31|33.8
"FOTL00301A"|1|27.1|28.1|29.7
"FOTL00301A"|2|21.1|29.9|31.8
"FOTL00301A"|3|38.8|31.4|33.7
"FOTL00301A"|4|31.9|31|33.8
"FOTL00701N"|1|39.6|28.1|29.7
"FOTL00701N"|2|51|29.9|31.8
"FOTL00701N"|3|30.3|31.4|33.7
"FOTL00701N"|4|21.3|31|33.8
"FRPC00101C"|1|13.3|26.6|23.8
"FRPC00101C"|2|31|28.4|24.4
"FRPC00101C"|3|22.5|27.3|24.2
"FRPC00101C"|4|21.9|23.8|21.4
"FRPC00601G"|1|15.9|26.6|23.8
"FRPC00601G"|2|7.7|28.4|24.4
"FRPC00601G"|3|17.1|27.3|24.2
"FRPC00601G"|4|5.7|23.8|21.4
"FRPC02000R"|1|24.6|26.6|23.8
"FRPC02000R"|2|21.2|28.4|24.4
"FRPC02000R"|3|17.4|27.3|24.2
"FRPC02000R"|4|8.5|23.8|21.4
"FRPC02001T"|1|5.1|26.6|23.8
"FRPC02001T"|2|22.2|28.4|24.4
"FRPC02001T"|3|9.4|27.3|24.2
"FRPC02001T"|4|44.4|23.8|21.4
"FRPC03000B"|1|14|26.6|23.8
"FRPC03000B"|2|22.6|28.4|24.4
"FRPC03000B"|3|22.9|27.3|24.2
"FRPC03000B"|4|11|23.8|21.4
"FRPC05000L"|1|20.3|26.6|23.8
"FRPC05000L"|2|19.8|28.4|24.4
"FRPC05000L"|3|24.4|27.3|24.2
"FRPC05000L"|4|15.9|23.8|21.4
"FRPC07000T"|1|19.7|26.6|23.8
"FRPC07000T"|2|10.6|28.4|24.4
"FRPC07000T"|3|14.1|27.3|24.2
"FRPC07000T"|4|6.5|23.8|21.4
"FRPM020001"|1|40.3|26.6|23.8
"FRPM020001"|2|31.4|28.4|24.4
"FRPM020001"|3|34.8|27.3|24.2
"FRPM020001"|4|33.6|23.8|21.4
"FRPM06000B"|1|14.6|26.6|23.8
"FRPM06000B"|2|13.8|28.4|24.4
"FRPM06000B"|3|.9|27.3|24.2
"FRPM06000B"|4|6.1|23.8|21.4
"FRPM070002"|1|30.3|26.6|23.8
"FRPM070002"|2|19.7|28.4|24.4
"FRPM070002"|3|27.8|27.3|24.2
"FRPM070002"|4|22.3|23.8|21.4
"FRPM08000L"|1|31.9|26.6|23.8
"FRPM08000L"|2|24.5|28.4|24.4
"FRPM08000L"|3|27.8|27.3|24.2
"FRPM08000L"|4|24.1|23.8|21.4
"FRPM110007"|1|29.4|26.6|23.8
"FRPM110007"|2|36.5|28.4|24.4
"FRPM110007"|3|47.3|27.3|24.2
"FRPM110007"|4|49.3|23.8|21.4
"FRPS009016"|1|34.8|26.6|23.8
"FRPS009016"|2|38.3|28.4|24.4
"FRPS009016"|3|37|27.3|24.2
"FRPS009016"|4|28.8|23.8|21.4
"FRPS010009"|1|23.6|26.6|23.8
"FRPS010009"|2|29.9|28.4|24.4
"FRPS010009"|3|14.5|27.3|24.2
"FRPS010009"|4|20.1|23.8|21.4
"FRPS02000X"|1|13.9|26.6|23.8
"FRPS02000X"|2|19.8|28.4|24.4
"FRPS02000X"|3|22.7|27.3|24.2
"FRPS02000X"|4|17.9|23.8|21.4
"FRPS03000E"|1|20.2|26.6|23.8
"FRPS03000E"|2|22.7|28.4|24.4
"FRPS03000E"|3|24.1|27.3|24.2
"FRPS03000E"|4|16.9|23.8|21.4
"FRPS040005"|1|14.8|26.6|23.8
"FRPS040005"|2|17.9|28.4|24.4
"FRPS040005"|3|19|27.3|24.2
"FRPS040005"|4|22.6|23.8|21.4
"FRPS070001"|1|26.1|26.6|23.8
"FRPS070001"|2|36.2|28.4|24.4
"FRPS070001"|3|32.7|27.3|24.2
"FRPS070001"|4|37.8|23.8|21.4
"FRRA007014"|1|33.3|29.6|28.8
"FRRA007014"|2|||
"FRRA007014"|3|||
"FRRA007014"|4|53.3|29.5|30.7
"FRRA00801X"|1|45.8|29.6|28.8
"FRRA00801X"|2|40|33.1|33
"FRRA00801X"|3|||
"FRRA00801X"|4|36.4|29.5|30.7
"FRRC001014"|1|||
"FRRC001014"|2|||
"FRRC001014"|3|||
"FRRC001014"|4|12.5|29.5|30.7
"FRRC00801V"|1|23.3|29.6|28.8
"FRRC00801V"|2|40|33.1|33
"FRRC00801V"|3|||
"FRRC00801V"|4|25.9|29.5|30.7
"FRRC01201E"|1|19.2|29.6|28.8
"FRRC01201E"|2|0|33.1|33
"FRRC01201E"|3|||
"FRRC01201E"|4|8.9|29.5|30.7
"FRRF00801L"|1|16|29.6|28.8
"FRRF00801L"|2|0|33.1|33
"FRRF00801L"|3|||
"FRRF00801L"|4|5.8|29.5|30.7
"FRRH007018"|1|21.6|29.6|28.8
"FRRH007018"|2|21.2|33.1|33
"FRRH007018"|3|||
"FRRH007018"|4|30.7|29.5|30.7
"FRRH010003"|1|31.2|29.6|28.8
"FRRH010003"|2|27.6|33.1|33
"FRRH010003"|3|||
"FRRH010003"|4|27.7|29.5|30.7
"FRRH010014"|1|18|29.6|28.8
"FRRH010014"|2|37.4|33.1|33
"FRRH010014"|3|||
"FRRH010014"|4|25.4|29.5|30.7
"FRRH01201Q"|1|36.5|29.6|28.8
"FRRH01201Q"|2|30.8|33.1|33
"FRRH01201Q"|3|||
"FRRH01201Q"|4|15.3|29.5|30.7
"FRRI00301C"|1|32.7|29.6|28.8
"FRRI00301C"|2|45.3|33.1|33
"FRRI00301C"|3|||
"FRRI00301C"|4|36.5|29.5|30.7
"FRRI00601X"|1|0|29.6|28.8
"FRRI00601X"|2|0|33.1|33
"FRRI00601X"|3|||
"FRRI00601X"|4|30|29.5|30.7
"FRRI01101B"|1|44.7|29.6|28.8
"FRRI01101B"|2|55.1|33.1|33
"FRRI01101B"|3|||
"FRRI01101B"|4|41.7|29.5|30.7
"FRRI01401V"|1|38.7|29.6|28.8
"FRRI01401V"|2|33.3|33.1|33
"FRRI01401V"|3|||
"FRRI01401V"|4|31.9|29.5|30.7
"FRRI01601E"|1|0|29.6|28.8
"FRRI01601E"|2|45|33.1|33
"FRRI01601E"|3|||
"FRRI01601E"|4|50|29.5|30.7
"FRRI01602G"|1|41.2|29.6|28.8
"FRRI01602G"|2|50|33.1|33
"FRRI01602G"|3|||
"FRRI01602G"|4|53.3|29.5|30.7
"FRSD013018"|1|28.9|35.4|30.6
"FRSD013018"|2|27.3|32.1|30.9
"FRSD013018"|3|21.4|31|29.5
"FRSD013018"|4|44.4|35.7|27.2
"FRSD01601Q"|1|33.3|35.4|30.6
"FRSD01601Q"|2|26.9|32.1|30.9
"FRSD01601Q"|3|7.1|31|29.5
"FRSD01601Q"|4|20|35.7|27.2
"FRSL011024"|1|38.6|35.4|30.6
"FRSL011024"|2|33.8|32.1|30.9
"FRSL011024"|3|20.8|31|29.5
"FRSL011024"|4|39.4|35.7|27.2
"FRSL01401E"|1|30.4|35.4|30.6
"FRSL01401E"|2|37.2|32.1|30.9
"FRSL01401E"|3|58.6|31|29.5
"FRSL01401E"|4|14|35.7|27.2
"FRTA007032"|1|35.7|31.2|29.7
"FRTA007032"|2|20|33.3|31.8
"FRTA007032"|3|29.4|35.5|33.7
"FRTA007032"|4|25|34.3|33.8
"FRTA00801Q"|1|73.3|31.2|29.7
"FRTA00801Q"|2|21.1|33.3|31.8
"FRTA00801Q"|3|||
"FRTA00801Q"|4|25|34.3|33.8
"FRTA03000X"|1|20.5|31.2|29.7
"FRTA03000X"|2|35|33.3|31.8
"FRTA03000X"|3|26.9|35.5|33.7
"FRTA03000X"|4|18.8|34.3|33.8
"FRTD00101B"|1|25.8|31.2|29.7
"FRTD00101B"|2|35.1|33.3|31.8
"FRTD00101B"|3|34.6|35.5|33.7
"FRTD00101B"|4|15.2|34.3|33.8
"FRTD003013"|1|32|31.2|29.7
"FRTD003013"|2|33.8|33.3|31.8
"FRTD003013"|3|41.3|35.5|33.7
"FRTD003013"|4|36.4|34.3|33.8
"FRTD01301N"|1|35.9|31.2|29.7
"FRTD01301N"|2|34.1|33.3|31.8
"FRTD01301N"|3|31.3|35.5|33.7
"FRTD01301N"|4|40.3|34.3|33.8
"FRTD03000A"|1|21.2|31.2|29.7
"FRTD03000A"|2|27.2|33.3|31.8
"FRTD03000A"|3|44.6|35.5|33.7
"FRTD03000A"|4|32.9|34.3|33.8
"FRTD05000G"|1|30.2|31.2|29.7
"FRTD05000G"|2|40|33.3|31.8
"FRTD05000G"|3|25|35.5|33.7
